Date,Tweet Full Text,Topic,Action,user id,follower count,place
03-01-2019 12:19,b'@HYDTP @hydcitypolice @arvindkumar_ias @KTRTRS \nDisheartening to know abt the road accident of the Student at Gunfoundry. \n\nCondolences for the family! \n\nCan we take some preventive measures so that such accidents does occur again? \nPlease do something for road users esp children',Traffic,S,8.34E+17,184,
26-02-2019 10:48,b'@hydcitypolice Great job',Appreciation,NS,120731650,188,
26-02-2019 10:51,"b""@HYDTP @Knaru72Narendra @hydcitypolice Hello @HYDTP are you given permission to\nthis road riders to take photos and tag you and you people's take challan against them \n\nWho are they people's""",Traffic,S,8.79E+17,192,
03-01-2019 01:53,b'@RameshVaitla @TelanganaDGP @TelanganaCMO @KTRTRS @HiHyderabad @WeHyderabad @hydcitypolice @HYDTP @cyberabadpolice @cpcybd @RachakondaCop Good',Appreciation,NS,841143433,210,
2/27/19 7:11,b'@hydcitypolice Dear Police parents play a key role in this issue',Community Action,NS,841143433,210,
2/27/19 7:09,b'@RameshVaitla @hydcitypolice @shochilkalguda @TelanganaDGP @HiHyderabad Not a good sign',Dissatisfaction,S,841143433,210,
26-02-2019 04:29,"b""@RameshVaitla @KTRTRS @hydcitypolice Let's hope the government takes action""",Others,NS,841143433,210,
26-02-2019 02:15,b'@IGWomenSafety @hydsheteam @bharosahyd @shesafe_ts @hydcitypolice @TelanganaDGP Congratulations',Appreciation,NS,841143433,210,
25-02-2019 22:38,b'@RachakondaCop @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts Dear sir wishing you all success',Appreciation,NS,841143433,210,
2/24/19 15:22,b'@shochaderghat @hydcitypolice Great Job.',Appreciation,S,52321929,212,
2/25/19 1:49,"b""Great work even in Hyderabad @hydcitypolice @DCPSZHyd @CPHydCity @RachakondaCop @TelanganaDGP webreporters doing same look in to this once . Five 'journalists' held for extortion | Hyderabad News - Times of India https://t.co/qFcOwZACd7""",Appreciation,NS,3302741983,227,
03-01-2019 15:36,"b'@USCGHyderabad @TelanganaDGP @USAndHyderabad @TelanganaCMO @KTRTRS @hydcitypolice Wow...madam, u have integrated completely as an Indian....you look just like an Indian in your attire...Thank u for embracing the Indian culture and attire.. \xf0\x9f\x92\x90\xf0\x9f\x92\x90\xf0\x9f\x92\x90\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'",Appreciation,NS,3240225617,227,
03-01-2019 03:45,b'Today at 8.53am Bike No AP11AL6927 driven by Policeman without helmet at Patel Nagar to Amberpet \n\n@hydcitypolice @CPHydCity @HYDTP @amjedmbt @DeccanChronicle @TOICitiesNews https://t.co/O3kl1eClFR',Traffic,S,7.93E+17,234,
2/26/19 12:15,"b'Sir @CPHydCity today at 9:39am Bike No AP11AG1997is driven without helmet &amp; a Policewoman is sitting as pillon seems encouraging rider to ride \xf0\x9f\x8f\x8d without helmet at CPL Road, Amberpet, Hyderabad \n@hydcitypolice @HYDTP @abntelugutv @DeccanChronicle @amjedmbt @TOIHyderabad https://t.co/epYtLjjhwx'",Traffic,S,7.93E+17,234,
2/27/19 8:03,b'@hydcitypolice A very positive and appreciable initiative. \xf0\x9f\x91\x8d',Appreciation,NS,114738211,238,
03-01-2019 09:02,b'Fake video. @DelhiPolice @MumbaiPolice @hydcitypolice plz take cognizance. @AbodeOfLakshmi @Sumiran_KVS @vagishasoni @GalaRakesh https://t.co/3QXaqaqe6b',Fake News,S,186808369,245,
2/24/19 10:27,"b""@cyberabadpolice @hydcitypolice finally the officer came and verified my existence. But what a pity that the visiting officer isn't given the ph no of the person he's visiting. He tried meeting me last week on the weekdays only to find locked doors. Maybe sthn we should think abt""",Suggestion,S,8.13E+17,255,
2/24/19 5:00,"b""@hydcitypolice @KTRTRS @TelanganaCMO I sent you a message. Please check your inbox. It's a long message with all details. Thanks for looking into it. Hoping for a smooth run and an understanding that in this age people don't sit at home wondering when one decides to visit my home.""",Follow up,S,8.13E+17,255,
2/24/19 4:43,"b""@hydcitypolice @KTRTRS @TelanganaCMO I'm struggling with a police verification of mine. Your officer apparently doesn't have my ph no. He gets in touch with me through another colleague of mine (who also had a verification to be done). Doesn't even say when he will come. (1/2)""",Follow up,S,8.13E+17,255,
03-01-2019 08:49,b'@hydcitypolice @HiHyderabad What abt these type of culprits https://t.co/7ZmmT9hC90',Query,NS,8.58E+17,257,
2/24/19 7:56,b'@shopanjagutta @arvindkumar_ias @CommissionrGHMC @GHMCOnline @hydcitypolice @TelanganaDGP @CPHydCity @FacHyd__ @VijayGopal_ Till now no response do let us what action has been taken',Follow up,S,176409101,258,
2/27/19 9:28,"b'@TelanganaDGP @hydcitypolice Sir, it will be removed by duly imposing 39(b) Act against them. earlier they were instructed but due to organizing of Rathasapthami at Pedamma thalli they have installed the stalls.'",Community Action,NS,4756886606,273,
26-02-2019 05:02,b'@HiHyderabad @JayaHoIndia @TelanganaDGP @CPHydCity @cpcybd @hydcitypolice @cyberabadpolice @RachakondaCop @KTRTRS @TrsMahmoodAli @trspartyonline @Andrew007Uk @nuts2406 @Laxmisaudi @amartadi @n_clicks @D5habib @kkmohan73 @srujanak94 @swachhhyd @HydWatch This is good idea. Hope this will be reality soon.',Others,NS,141616787,305,
26-02-2019 03:25,b'@RachakondaCop @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts Heartly Congratulations sir for creating mile stones and more to come for the betterment of society.',Appreciation,NS,626312008,311,
03-01-2019 13:50,b'@HYDTP @hydcitypolice @CYBTRAFFIC @Rachakonda_tfc @RachakondaCop @cyberabadpolice\n\nMay be a suggestion. On VVIP movement we may should not allow any stationary vehicle unattended on the same road. Marked in RED Circle https://t.co/aCuQjoGDs5',Community Action,S,139848434,312,
26-02-2019 02:28,b'@vivekgoenka007 @hydcitypolice @Uber_Support Can you also take a screen shot of the trip and publish here. We will circulate the driver details in had groups in fb and other media. They usually deposit found things at office. If not treated as thief.',Theft,S,139848434,312,
26-02-2019 02:24,"b""@vivekgoenka007 @hydcitypolice @Uber_Support No. It's better to do at local station. If I am not wrong. It's time to show uber a lesson too.""",Others,NS,139848434,312,
25-02-2019 15:16,b'@vivekgoenka007 @hydcitypolice @Uber_Support File a complaint at local police station. Possibly at samsabad ps.',Suggestion,S,139848434,312,
25-02-2019 13:08,"b'@HYDTP @hydcitypolice \nDear Officer, \nIt is good that you have taken action as per request however the Solution is not concrete. People are still crossing and vehicular movement is slowing down. #begumpet flyover. You must do something on the top of the bars as shown in green.Thx https://t.co/3rrabXJKJu'",Traffic,S,139848434,312,
2/24/19 4:28,b'@hydcitypolice It\xe2\x80\x99s every citizens business to ensure that law of the land is followed and same for everyone. Please ensure that the inspector is unbiased . https://t.co/F9TnJs8Bxp',Suggestion,S,74802655,353,
2/28/19 16:29,"b""@c3d06ffaa5eb429 @hydcitypolice @KTRTRS @HYDTP Must be some #MLA's son or brother is the owner of this.""",General Info,NS,89320985,354,
03-01-2019 14:46,"b""@shobanjarahills @hydcitypolice @DCPWZHyd @DCPEASTZONE @CPHydCity @TelanganaDGP Good Evening sir, Just found the IMEI number of my dad's Samsung A7 mobile it is 356825076816636. Request you to please do the needful. Thank you.""",Community Action,S,381917248,357,
03-01-2019 07:23,b'@HiHyderabad @GHMCOnline @hydcitypolice @KTRTRS @CommissionrGHMC @arvindkumar_ias @CPHydCity Yes. Ghmc should penalise these people who posters are pasted every where in city.',Community Action,S,381917248,357,
2/28/19 16:12,"b""Respected sir, Somone just stole my father's Samsung A7 mobile at tolichowki, hakimpet kunta market. Req u to please do the needful sir. It consists of 2 Sims and the numbers r 9246341787, 9948812145 @hydcitypolice @shobanjarahills @DCPWZHyd @DCPEASTZONE @CPHydCity @TelanganaDGP""",Theft,S,381917248,357,
2/27/19 14:33,b'Assalamualaikum @ImranKhanPTI @pid_gov. Kindly send back wing commander Mr. Abhinandan safely to India. We pray for safe return of our brave soldier. The whole country\xe2\x80\x99s prayers are with Abhinandan. Jai Hind \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 @IAF_MCC\n@indianairforce zindabad @hydcitypolice @TelanganaDGP',Community Action,NS,381917248,357,
2/27/19 14:56,b'Police officer driving bike without number plate. \nDate 27-2-2019\nTime: 12:42 \nLocation: opposite malakpet fire station\n@HYDTP @hydcitypolice @amjedmbt\n#PracticeWhatYouPreach https://t.co/HNE523PfjG',Traffic,S,8.46E+17,364,
03-01-2019 07:58,"b'@hydcitypolice Good campaign. We have been doing all these for last so many years, you failed in doing nothing back. You have your own RULES, LAWS, but you preach something else on Social Media.'",Appreciation,NS,2435078106,374,
2/24/19 5:43,"b""@hydcitypolice @HYDTP @DeccanChronicle I have a simple question department always speaks about #SafetyFirst while at Rd no 12 &amp; jubilee hills checkpost all autos stuff 6-8 people right in front of police officer always posted here why's this allowed please let us all know""",Traffic,S,87385342,412,
2/24/19 4:13,b'@HydUPTOdate @anandmahindra @KTRTRS @HiHyderabad @musharraf_ias @Khaleeqrahman @hydcitypolice @HYDTP Most 50 -60 cc vehile riders dont wear helmets. Are they exempt like bicycle riders?',Query,NS,132461743,431,
2/25/19 9:45,"b""@Im_ShakeelAhmed @HYDTP @hydcitypolice Boss,  it's everyone's responsibility. One should feel the safety and don't treat it as forcing. Ok,  if hyd traffic police is forcing,  what is the % of people are adhered to rules???""",Traffic,NS,9.00E+17,495,
2/25/19 5:07,"b'@shoasifnagar @TelanganaDGP @CPHydCity @hydcitypolice @shohumayunnagar If it is true what this lady is telling ,kindly take action against officers and if it is a fake video ,kindly take stiff action against the people those who are making police officers suffer due to this kind of MENTAL TORTURE'",Suggestion,NS,3067774435,539,
2/25/19 5:06,"b""@shoasifnagar @TelanganaDGP @CPHydCity @hydcitypolice @shohumayunnagar Sir this lady claims to be from MM HASHIM GROUND mallepally and very scared to file official complaint,i don't have her number,you may get details from local PS as she claims that few police personal also helping rowdysheeters,\nI request to kindly enquire and take strict action""",Community Action,S,3067774435,539,
26-02-2019 03:44,b'@Shanmuk39571732 @HYDTP @hydcitypolice @cyberabadpolice #lawbreakers Police department unable to control their own team how they take care of others @CPHydCity @cpcybd @TelanganaDGP @SocialsPanda @iSriHyd @Strictroadrules @scary_traffic @simhadribolarum @ardour49',Dissatisfaction,NS,99621216,600,
2/28/19 17:13,b'@CYBTRAFFIC @srameshbabu9 @hydcitypolice Thanks for the prompt response. Your assistance to reduce traffic is highly appreciated. I strongly suggest experimenting with duration of signals at different points of the day...to reduce traffic jams. Thank you.',Suggestion,NS,22637572,652,
2/27/19 3:58,"b""@hydcitypolice Wipro ci cle traffic management needs your help. The timer set for signal switching is flawed, it switches in ever ly 15 seconds i guesa. There is a 2km long traffic and I don't think there is any police.""",Traffic,S,22637572,652,
2/24/19 15:53,b'@hydcitypolice @TelanganaDGP \nThis fellow has supported separatists and defamed our Army. \nKindly take suitable action.\n@HMOIndia https://t.co/5u6Nmvjc9p',Community Action,S,9.65E+17,737,
2/24/19 20:22,"b'@KarachiBakery @hydcitypolice dear sirs, i stood with you but i see this report where you replaced israeli dates with irani dates to appease the politics of muslims https://t.co/yDYkgZrXo8! not good! https://t.co/2Mxjb0WcBB'",Community Action,S,279365367,757,
03-01-2019 14:12,b'@hydcitypolice @TelanganaDGP plz take action on #TV9 Management &amp; brainless News room staff for putting life of Pilot #AbhinandanVarthaman in risk by exposing his details which he declined in Enemy capture @Ra_THORe @adgpi @DefenceMinIndia @CPHydCity https://t.co/yG0WaYCwGk',Community Action,S,122854874,757,
2/27/19 12:32,b'@hydcitypolice  any high alert issued in Hyderabad?? Received a whatsapp group message.',Community Action,S,7.28E+17,757,
2/25/19 6:04,"b'@PVSIVAKUMAR1 @DCPEASTZONE @TelanganaCMO @crpfindia @TelanganaDGP @IPF_ORG @hydcitypolice Yes, very nice gesture by Telangana CM. Also agree with the idea of govt providing with an avenue for the citizens to contribute.'",Appreciation,NS,103793810,888,
25-02-2019 15:05,b'@de3puckk @hydcitypolice @CYBTRAFFIC @HYDTraffic @HYDTP We don\xe2\x80\x99t need a license to own a gun... seeing as we are a free country',Others,NS,8.03E+17,974,
2/24/19 9:28,"b'@hydcitypolice @cyberabadpolice @cpkarimnagar @TelanganaDGP @AnilTpyc @INCIndia @UttamTPCC @IYC @RahulGandhi @rckhuntia @srinivasiyc @JebiMather @PonnamLoksabha @priyankagandhi @abntelugutv @Tv9television @ndtv @NtvteluguHD @sravandasoju I was the first person who asked in 2016 for cordan search operation safety of our #Karimnagar but 3 days ago @cpkarimnagar &amp; one town CI treated me like a thief beaten me, warned me, abused me with very bad words for a small compalint. How can I show my face in the same society https://t.co/VX4xbHWcrp'",Community Action,S,1566070957,1022,
2/24/19 9:05,"b'@hydcitypolice @cyberabadpolice @cpkarimnagar @TelanganaDGP @AnilTpyc @INCIndia @UttamTPCC @IYC @RahulGandhi @rckhuntia @srinivasiyc @JebiMather @PonnamLoksabha @priyankagandhi @abntelugutv @Tv9television @ndtv @NtvteluguHD @sravandasoju #Karimnagar police arrested me without any warrant, one town CI removed my shirt&amp;baniyan, beaten on my hands with leather belt. Commissioner also abused me only by twitter complaint to you. For us (#Congress) the same procedure does not work?'",Community Action,S,1566070957,1022,
2/24/19 9:01,"b'@hydcitypolice @cyberabadpolice @cpkarimnagar @TelanganaDGP @AnilTpyc @INCIndia @UttamTPCC @IYC @RahulGandhi @rckhuntia @srinivasiyc @JebiMather @PonnamLoksabha @priyankagandhi Dear Sir, then how did you take action on me with twitter complaint by #BJP sympathiser. We want the same action for our complaints also. We are the same citizens belong to the same nation\n\n@abntelugutv @Tv9television @ndtv @NtvteluguHD @sravandasoju https://t.co/qGRWxgkB8S'",Community Action,S,1566070957,1022,
2/24/19 5:35,"b'@hydcitypolice @cyberabadpolice @TelanganaDGP Dear Sir please check all the screen shots who are abusing me personally &amp; abusing #Congress party, our leaders #Rahulgandhi ji on #Facebook \n\nWe never used abusive words on #BJP #TRS leaders.We want justice from you https://t.co/LBefOeAJOR'",Community Action,S,1566070957,1022,
2/24/19 5:09,"b""@cyberabadpolice @hydcitypolice @cpkarimnagar @TelanganaDGP Dear Sir This Person Is Scolding Our Hon'ble #UPA Chairperson With Very Abusive Words. We The #Congress People Want Immediate Action On Siddu Hindu\nhttps://t.co/PuCWKujupI https://t.co/CnDhzrqvl9""",Community Action,S,1566070957,1022,
2/24/19 4:55,b'@hydcitypolice @cyberabadpolice @TelanganaDGP Dear Sir this #Facebook page is always trying to damage the #Congress #PriyankaGandhi ji good will in the public by posting false news and scolding her personally. @priyankagandhi https://t.co/A9vPbMYRY2 https://t.co/z49pJrhq3E',Community Action,S,1566070957,1022,
2/24/19 4:46,"b""@cyberabadpolice @hydcitypolice @TelanganaDGP Dear Sir siddhu hindu person commenting with very abusive language on my #facebook postings. Using abusive words on Hon'ble #Congress President #RahulGandhi ji &amp; hurting my family by scolding https://t.co/2W68uq2Lq3""",Community Action,S,1566070957,1022,
2/24/19 6:10,"b""Dear @hydcitypolice\nAlong with helmet, why don't you suggest public to wear Pollution Masks? Kids and small babies are traveling in pollution-fillled routes without having safety masks. It results dangerous impact on their health.""",Suggestion,S,135708981,1103,
2/27/19 11:53,b'@hydcitypolice please kindly take necessary action.ekkadunna sare... Pls his id @Suresh_ntr1 https://t.co/ABwrVBlibg',Community Action,S,1902967538,1121,
03-01-2019 12:24,b'@DCPEASTZONE @hydcitypolice @CPHydCity @AddlCPCrimesHyd @IGWomenSafety @TelanganaDGP @TelanganaCMO @IPS_Association @Nainajaiswal14 @DCPWZHyd @DCPNZHyd @DCPSZHyd @DCPCZHyd One can hide a pain behind a smile .Cops need to eke out that hidden pain to turn a smile into a permanent glee - always !',Appreciation,NS,578252631,1257,
25-02-2019 20:01,"b'Hi, @HYDTP\n@hydcitypolice @RachakondaCop @cyberabadpolice \n\nPls mention under what rules is the vehicle permitted to cover the vehicle reg number? This vehicle with reg# TS10UA0236 was used as public transportation. date &amp; time details is avail in the pic. Need clarification pls https://t.co/jRDwmbRoc6'",Traffic,NS,303320576,1359,
2/27/19 12:44,b'@TrendsJAGAN @ncbn @hydcitypolice Fake videos are publishing through this handle!! Please take action against those culprits who create disturbances in the society!! @DrSandeepJSP @JanaSenaParty @TwitterSafety',Fake News,S,142988313,1482,
2/27/19 10:45,"b'@JanasenaMate @TelanganaDGP @hydcitypolice Please take action on this person, who is circulating fake news and creating disturbances in the society!! @JanaSenaParty @KTRTRS @ncbn'",Fake News,S,142988313,1482,
03-01-2019 04:33,b'@DCPEASTZONE @hydcitypolice @CPHydCity @AddlCPCrimesHyd @IGWomenSafety @TelanganaDGP @TelanganaCMO @IPS_Association @Nainajaiswal14 @DCPWZHyd @DCPNZHyd @DCPSZHyd @DCPCZHyd Really it is so encouraging sir . Thank u very much',Appreciation,NS,2257630154,1901,
03-01-2019 13:19,"b""#VR1..\n#HydSheteams  Register for the VR1 run  \nStand up for the cause of women\xe2\x80\x99s empowernment....  \nCome and join us at people's plaza on 17th March. @TelanganaDGP @hydcitypolice @HYDTP @hydsheteam @bharosahyd @CyberCrimeshyd @DCPEASTZONE @DCPNZHyd @DCPCZHyd @DCPWZHyd  @DCPSZHyd https://t.co/n8mBfz8fSm""",Follow up,NS,7.25E+17,2061,
2/24/19 5:00,"b""@lbnagarps @RachakondaCop @seshagiribv @IPS_TEJA @arvindkumar_ias @CommissionrGHMC @GHMCOnline @shopanjagutta @hydcitypolice @TelanganaDGP @CPHydCity @FacHyd__ Free for advocates n charge for citizens??? How's that possible?? Dear @RachakondaCop n @lbnagarps pls let us know Ur action n finding. P.s don't block me.""",Dissatisfaction,S,4586224278,2377,
2/27/19 14:06,"b'Dear all students, exams are here, u will be visiting exam centres, if.any college asks u for parking money, cloak room charges, call 100 @hydcitypolice @TelanganaDGP. Colleges are rqrd to provide such services for free. @IPS_TEJA'",Community Action,NS,4586224278,2377,
03-01-2019 13:01,"b""#VR1..\n #HydSheteams\n Register for the VR1 run\n Stand up for the cause of women\xe2\x80\x99s empowernment....\n Come and join us at people's plaza on 17th March. @TelanganaDGP @hydcitypolice @HYDTP @hydsheteam @bharosahyd @CyberCrimeshyd @DCPEASTZONE @DCPNZHyd @DCPCZHyd @DCPWZHyd \n@DCPSZHyd https://t.co/f9eNEgfJfT""",Follow up,NS,9.75E+17,2547,
26-02-2019 05:30,"b'@c5e861e6811c478 @hydcitypolice Good morning Sir, the case is under investigation and we will inform u after tracing the bike..... Thank you'",Follow up,S,4751793805,2786,
2/24/19 14:08,b'@arvindkumar_ias sir this type of RCC boxe can be used to build safe pedestrians undeground Subways at heavy footfall junctions #JNTU #KPHB #Erragadda #ESI #Dilshuknagar #Rathifile etc for #RoadSafety @KTRTRS @hydcitypolice @tkp1080 @UrbanMgtASCI @zcwz_ghmc @ae_rajashekar https://t.co/6jgNNcOKi2',Suggestion,S,7.98E+17,2912,
03-01-2019 12:12,"b'@citizenKIRAN @CPHydCity @hydcitypolice @rajakesarimdk @AddlCPTrHyd @HMWSSBOnline @MORTHRoadSafety Very sad to see this , received in WhatsApp .'",Follow up,S,7.98E+17,2912,
03-01-2019 11:22,"b'@CPHydCity @hydcitypolice Accident at Abids #Sujata school student rqnover by Water tanker , plz set time of 9.30 to 11.30 night for Tankers movement &amp; plz check conditions &amp; Fitness of drivers monthly as accidents increased by these Tankers @rajakesarimdk @AddlCPTrHyd @HMWSSBOnline @MORTHRoadSafety https://t.co/X7GACRztIo'",Traffic,S,7.98E+17,2912,
03-01-2019 08:33,"b'@hydcitypolice What about illegal construction of religious structure by seculars,\nIllegal sound systems,\nIllegal migrants from rohingya,\n\nBut i am sure &amp; thankyou for safety from cops of hyderabad are sucessful in controlling crimes &amp; not allowing mafias, illegal christian preaches made guest.'",Query,S,957106286,3040,
25-02-2019 18:35,b'@RachakondaCop @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts I Personally Appreciate @RachakondaCop Mahesh Bhagwat Sir For Your Friendly Policing in Your Juridiction A Heartful Hatsoff to You and Your Team Sir \xf0\x9f\x99\x8f',Appreciation,NS,7.53E+17,3066,
25-02-2019 18:34,b'@RachakondaCop @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts Heartly Congratulations to Rachakonda Police....\nTwo and half years Journey of Rachakonda Police Commissionerate Telangana in citizen friendly policing.',Appreciation,NS,7.53E+17,3066,
2/27/19 13:38,"b'Called up @HYDTP traffic control to complain about the mess at foot of CTO flyover from Rasoolpura side. But was snubbed by the response ""We are busy with CM\'s movement. We will sort your issue later"". What a ridiculous response. @TelanganaCMO @hydcitypolice'",Dissatisfaction,S,76069687,3256,
26-02-2019 05:42,"b""How come there is no security at College of Air Warfare in Secunderabad? This is a premier Indian Air Force tri-service institution of higher learning and can be target of terrorists after today's air strike.  @adgpi @TelanganaCMO @TelanganaDGP @hydcitypolice (pic from the net) https://t.co/RU2ceQbYFS""",Query,NS,76069687,3256,
26-02-2019 04:11,b'@HiHyderabad @TelanganaDGP @CPHydCity @cpcybd @hydcitypolice @cyberabadpolice @RachakondaCop @KTRTRS @TrsMahmoodAli @trspartyonline @Andrew007Uk @nuts2406 @Laxmisaudi @amartadi @n_clicks @D5habib @kkmohan73 @srujanak94 @swachhhyd @HydWatch The building looks beautiful!',Others,NS,7399852,3270,
26-02-2019 04:04,"b""@HiHyderabad @TelanganaDGP @CPHydCity @cpcybd @hydcitypolice @cyberabadpolice @RachakondaCop @KTRTRS @TrsMahmoodAli @trspartyonline @Andrew007Uk @nuts2406 @Laxmisaudi @amartadi @n_clicks @D5habib @kkmohan73 @srujanak94 @swachhhyd @HydWatch Whats this about? Sorry can't read Telugu.""",Others,NS,7399852,3270,
2/27/19 11:59,b'@raghunathj4220 @hydcitypolice @sayeed4470 our officer requested to remove the stalls https://t.co/x8PaxDHIkg',Community Action,S,4751729664,3579,
03-01-2019 12:25,b'@hydcitypolice @HydWatch @CPHydCity @rajakesarimdk @AddlCPTrHyd @HMWSSBOnline @MORTHRoadSafety @HYDTP Registered case in Cr. No . 46/2019 U/s 304(A) &amp; 337 IPC',Traffic,S,4747510334,4247,
26-02-2019 04:26,"b'@fantasticsrinu @hydcitypolice Sir/Madam,\n  SHO Gachibowli has been informed immediately to take necessary action. Action taken will be intimated.'",Follow up,S,8.77E+17,4299,
26-02-2019 04:25,"b'@srinivasndp @cyberabadpolice @hydcitypolice @HYDTP @KTRTRS Sir/Madam,\n  Your information has been verified and echallan has been generated. Thank for joining hands with Cyberabad Traffic Police in improving road safety.'",Traffic,NS,8.77E+17,4299,
26-02-2019 04:16,"b'@srinivasndp @cyberabadpolice @hydcitypolice @HYDTP @KTRTRS Sir/Madam,\n  Your information has been verified and echallan has been generated. Thank for joining hands with Cyberabad Traffic Police in improving road safety.'",Traffic,NS,8.77E+17,4299,
26-02-2019 04:14,"b'@vanamavamsi @HYDTP @hydcitypolice @KTRTRS Sir/Madam,\n  Your information has been verified and echallan has been generated. Thank for joining hands with Cyberabad Traffic Police in improving road safety.'",Traffic,NS,8.77E+17,4299,
26-02-2019 04:12,"b'@hydcitypolice @GoPraneeth @HYDTraffic Sir/Madam,\n  SHO Madhapur has been informed immediately to take necessary action. Action taken will be intimated.'",Traffic,NS,8.77E+17,4299,
2/27/19 9:29,"b'@hydcitypolice With regards to the brawl , concerned Sector inquired about the issue and registered a FIR'",Community Action,NS,4751777924,4694,
03-01-2019 13:22,"b""#VR1..\n#HydSheteams  Register for the VR1 run  \nStand up for the cause of women\xe2\x80\x99s empowernment.... \nCome and join us at people's plaza on 17th March. @TelanganaDGP @hydcitypolice @HYDTP @hydsheteam @bharosahyd @CyberCrimeshyd @DCPEASTZONE @DCPNZHyd @DCPCZHyd @DCPWZHyd  @DCPSZHyd https://t.co/ulCcchlkZw""",General Info,NS,3032283636,7404,
2/28/19 16:15,b'@AddlCPCrimesHyd @TelanganaDGP @hydcitypolice @HYDTP @CyberCrimeshyd @hydsheteam @bharosahyd @mirchishezzi @MidnightReporte Cheering on from here! All the best to everyone participating!',Appreciation,NS,44323005,7477,
03-01-2019 07:00,b'\xf0\x9f\x99\x8f@GHMCOnline must penalize the businesses in these posters. \n\n@hydcitypolice patrolling teams must take action against these poster boys. Community CCTV Project should safe guard city aesthetics and assets also.  \n\n@KTRTRS @CommissionrGHMC @arvindkumar_ias @CPHydCity https://t.co/xUs9x5Vi5W',Community Action,S,243216752,7785,
26-02-2019 04:42,"b""@sugandh @TelanganaDGP @CPHydCity @cpcybd @hydcitypolice @cyberabadpolice @RachakondaCop @KTRTRS @TrsMahmoodAli @trspartyonline @Andrew007Uk @nuts2406 @Laxmisaudi @amartadi @n_clicks @D5habib @kkmohan73 @srujanak94 @swachhhyd @HydWatch It's just behind Telangana Bhavan/ Jagannath Temple. Have a look when you pass through that route.""",Others,NS,243216752,7785,
26-02-2019 04:09,"b'@sugandh @TelanganaDGP @CPHydCity @cpcybd @hydcitypolice @cyberabadpolice @RachakondaCop @KTRTRS @TrsMahmoodAli @trspartyonline @Andrew007Uk @nuts2406 @Laxmisaudi @amartadi @n_clicks @D5habib @kkmohan73 @srujanak94 @swachhhyd @HydWatch Police Command And Control Towers under construction at Banjara Hills, Hyderabad. 19 Emergency Services in the sate to operate from these twin towers.'",General Info,NS,243216752,7785,
25-02-2019 17:09,b'@hydcitypolice Congratulations!!!! \n@hydcitypolice \xf0\x9f\x92\x90@cyberabadpolice \xf0\x9f\x92\x90@RachakondaCop \xf0\x9f\x92\x90@HYDTP \xf0\x9f\x92\x90@CYBTRAFFIC \xf0\x9f\x92\x90@Rachakonda_tfc \xf0\x9f\x92\x90@hydsheteam \xf0\x9f\x92\x90 @bharosahyd\xf0\x9f\x92\x90 @AddlCPCrimesHyd \xf0\x9f\x92\x90 @IGWomenSafety \xf0\x9f\x92\x90 https://t.co/urgrI7ZuEa',Appreciation,NS,243216752,7785,
25-02-2019 19:34,"b'@shobhavaninagar @hydcitypolice Edi Bazar, Kumarwadi Colony, Akbar Nagar Model Town night 1am someone drilling boring making heavy noise, please check'",Community Action,S,577272429,8841,
26-02-2019 01:43,b'@IGWomenSafety @hydsheteam @bharosahyd @shesafe_ts @hydcitypolice @TelanganaDGP Congratulations!! \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc',Appreciation,NS,59740725,10311,
03-01-2019 12:45,b'Please register yourself at https://t.co/l2e3HgYTfg for participating in the #Vr1RUN @AddlCPCrimesHyd @DCPWZHyd @DCPCZHyd @DCPNZHyd @DCPSZHyd @hydcitypolice @bharosahyd @SheTeams https://t.co/BZdVyigihy',General Info,NS,3237187082,10402,
2/24/19 12:16,"b'Srinivas Inspector of Police TF (EZ) @hydcitypolice &amp; his team seized Rs/ 50.0 lakhs worth of Gutka. One should appreciate @TelanganaCMO, @TelanganaDGP, @CPHydCity, @RachakondaCop, @cpcybd for their team work in controlling illegal sale of Gutka &amp; Gambling through Card Clubs.'",Appreciation,S,99660394,13113,
2/28/19 18:29,"b'Mrs Kouser Begum r/o Dabeerpura cheated by travel agents Ghousia Begum, Salma Begum and Abdul Razzaq Khan &amp; Abdul Fahad Khan (Mumbai agents) stuck up in Kuwait, Her mother samina Begum approached @shoreinbazar for action against travel agnets. @hydcitypolice https://t.co/zuuIY3jbev'",Fraud,S,99660394,13113,
